product_code,product_category,product_subcategory,description,unit_price,unit_cost,shipping_cost_per_unit,length_in,width_in,height_in,weight_lbs,cubic_ft
FUR-CH-10001043,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",24.05,34.53,1.08,25.12,24.29,40.32,42.66,14.237
FUR-CH-10001044,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Adjustable",66.92,64.26,16.33,23.36,24.07,37.55,30.13,12.218
FUR-CH-10001051,Furniture,Chairs,"Hon Chairmat, Red",55.53,47.76,2.72,25.38,23.33,40.48,33.57,13.871
FUR-CH-10001114,Furniture,Chairs,"Hon Chairmat, Set of Two",38.52,21.2,2.53,25.63,24.7,36.17,33.87,13.251
FUR-CH-10001130,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",121.58,105.78,8.98,24.18,23.69,40.52,40.04,13.432
FUR-CH-10001138,Furniture,Chairs,"Office Star Swivel Stool, Black",171.51,101.22,9.29,24.33,25.67,39.51,30.83,14.28
FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",35.32,44.99,1.35,22.81,23.56,37.48,36.4,11.656
FUR-CH-10001147,Furniture,Chairs,"Hon Swivel Stool, Adjustable",166.14,151.2,9.6,25.92,23.55,37.09,30.81,13.102
FUR-CH-10001150,Furniture,Chairs,"SAFCO Steel Folding Chair, Red",68.37,45.25,6.77,24.25,23.94,38.92,33.69,13.076
FUR-CH-10001153,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable",31.56,34.12,3.06,23.32,23.38,39.24,33.43,12.381
FUR-CH-10001187,Furniture,Chairs,"Novimex Chairmat, Set of Two",58.59,36.93,9.19,25.78,24.58,38.95,40.7,14.283
FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,108.59,123.55,6.76,23.11,25.27,39.53,26.37,13.359
FUR-CH-10001191,Furniture,Chairs,"Hon Bag Chairs, Adjustable",28.18,35.81,1.69,24.26,25.92,39.88,32.79,14.512
FUR-CH-10001203,Furniture,Chairs,"Novimex Steel Folding Chair, Set of Two",84.48,81.12,13.8,24.05,23.21,40.7,29.52,13.147
FUR-CH-10001204,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Red",88.0,59.63,16.4,25.37,24.89,36.21,26.12,13.232
FUR-CH-10001207,Furniture,Chairs,"Hon Executive Leather Armchair, Red",367.31,390.31,23.76,27.33,25.21,46.33,43.38,18.473
FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,350.39,375.44,26.16,27.33,25.2,46.29,54.63,18.449
FUR-CH-10001220,Furniture,Chairs,"Harbour Creations Chairmat, Set of Two",44.15,73.13,2.95,24.41,25.59,38.27,32.17,13.834
FUR-CH-10001237,Furniture,Chairs,"Hon Swivel Stool, Black",145.0,116.0,26.03,23.23,24.65,37.71,30.2,12.496
FUR-CH-10001262,Furniture,Chairs,"Office Star Rocking Chair, Set of Two",143.16,114.54,11.76,25.42,24.06,40.56,32.08,14.356
FUR-CH-10001270,Furniture,Chairs,"SAFCO Rocking Chair, Black",88.32,52.12,4.73,23.64,24.81,37.14,43.77,12.606
FUR-CH-10001271,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",415.19,327.53,32.5,26.41,24.44,40.91,45.8,15.281
FUR-CH-10001278,Furniture,Chairs,"SAFCO Chairmat, Black",51.55,54.44,3.87,25.15,24.91,41.63,26.21,15.093
FUR-CH-10001282,Furniture,Chairs,"Hon Bag Chairs, Adjustable",31.76,24.46,2.69,24.94,25.98,38.51,25.92,14.44
FUR-CH-10001313,Furniture,Chairs,"SAFCO Steel Folding Chair, Black",83.28,45.0,12.78,24.89,23.21,38.93,36.02,13.015
FUR-CH-10001317,Furniture,Chairs,"Harbour Creations Rocking Chair, Red",87.85,108.47,7.97,24.61,24.79,40.29,35.54,14.225
FUR-CH-10001322,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",476.1,371.37,42.76,26.49,25.08,41.97,37.98,16.136
FUR-CH-10001332,Furniture,Chairs,"Office Star Executive Leather Armchair, Red",313.12,288.08,32.17,24.96,26.53,42.21,35.78,16.175
FUR-CH-10001343,Furniture,Chairs,"SAFCO Swivel Stool, Set of Two",90.57,75.82,8.5,24.03,25.1,36.9,26.93,12.88
FUR-CH-10001347,Furniture,Chairs,"SAFCO Steel Folding Chair, Black",21.61,54.38,2.26,24.29,23.78,36.03,40.42,12.044
FUR-CH-10001374,Furniture,Chairs,"Novimex Steel Folding Chair, Black",53.2,29.26,2.15,24.59,24.05,40.73,25.25,13.939
FUR-CH-10001382,Furniture,Chairs,"Office Star Chairmat, Red",52.46,33.37,0.5,25.95,24.33,40.49,32.82,14.794
FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.59,245.49,7.95,24.92,26.92,45.83,42.81,17.792
FUR-CH-10001397,Furniture,Chairs,"SAFCO Chairmat, Set of Two",62.07,40.35,19.53,23.59,25.03,41.88,39.85,14.31
FUR-CH-10001414,Furniture,Chairs,"Hon Chairmat, Red",55.53,41.67,3.37,25.41,25.93,37.84,39.83,14.428
FUR-CH-10001415,Furniture,Chairs,"Office Star Executive Leather Armchair, Red",469.68,324.09,20.76,27.34,26.73,42.68,49.99,18.05
FUR-CH-10001423,Furniture,Chairs,"Harbour Creations Rocking Chair, Black",76.95,69.24,8.08,23.25,25.9,40.27,41.52,14.033
FUR-CH-10001429,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",417.43,431.36,22.38,27.44,24.45,42.49,38.99,16.497
FUR-CH-10001455,Furniture,Chairs,"Office Star Swivel Stool, Adjustable",93.9,92.72,15.87,25.84,25.75,41.29,29.83,15.899
FUR-CH-10001465,Furniture,Chairs,"Hon Swivel Stool, Red",119.19,88.11,7.51,25.4,23.35,41.74,29.75,14.326
FUR-CH-10001477,Furniture,Chairs,"Novimex Chairmat, Black",53.91,30.75,3.74,25.51,23.66,37.87,44.71,13.227
FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,130.98,116.57,12.83,24.95,24.37,38.34,28.58,13.491
FUR-CH-10001490,Furniture,Chairs,"Novimex Executive Leather Armchair, Red",306.8,174.88,21.51,27.03,24.99,47.69,39.76,18.642
FUR-CH-10001492,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",183.78,174.58,12.78,24.31,25.95,43.47,41.53,15.87
FUR-CH-10001536,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",47.43,84.66,4.77,24.46,25.11,41.48,29.21,14.743
FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,90.98,95.54,9.0,22.85,24.16,39.95,27.03,12.763
FUR-CH-10001553,Furniture,Chairs,"Hon Bag Chairs, Adjustable",42.78,37.07,6.14,24.37,25.7,38.58,39.88,13.983
FUR-CH-10001559,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",459.0,399.33,44.09,25.39,25.99,45.29,51.75,17.295
FUR-CH-10001582,Furniture,Chairs,"Office Star Executive Leather Armchair, Black",420.59,434.63,29.72,25.29,24.64,41.53,48.27,14.976
FUR-CH-10001588,Furniture,Chairs,"Hon Executive Leather Armchair, Red",244.81,201.94,41.16,25.1,24.96,41.21,42.27,14.941
FUR-CH-10001607,Furniture,Chairs,"Novimex Swivel Stool, Set of Two",111.14,70.02,11.29,23.17,25.57,36.17,36.94,12.401
FUR-CH-10001616,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",41.08,30.0,3.84,25.62,25.58,39.0,35.73,14.791
FUR-CH-10001634,Furniture,Chairs,"Novimex Rocking Chair, Adjustable",89.28,80.36,22.82,24.67,23.52,39.9,28.89,13.398
FUR-CH-10001647,Furniture,Chairs,"Novimex Swivel Stool, Black",108.02,97.22,6.18,23.96,25.55,39.51,27.42,13.997
FUR-CH-10001658,Furniture,Chairs,"SAFCO Chairmat, Adjustable",33.03,39.28,6.29,24.01,23.48,38.15,43.86,12.446
FUR-CH-10001663,Furniture,Chairs,"SAFCO Chairmat, Set of Two",49.46,38.29,9.01,24.59,24.92,41.5,33.65,14.717
FUR-CH-10001664,Furniture,Chairs,"Novimex Swivel Stool, Black",162.03,126.39,16.67,23.53,24.87,40.6,39.86,13.749
FUR-CH-10001674,Furniture,Chairs,"Office Star Chairmat, Adjustable",68.31,41.67,9.27,24.1,24.77,38.96,31.12,13.459
FUR-CH-10001675,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",24.52,49.64,2.15,25.91,23.88,38.57,30.37,13.81
FUR-CH-10001684,Furniture,Chairs,"Office Star Rocking Chair, Adjustable",104.41,140.28,9.89,23.81,25.96,40.92,35.98,14.637
FUR-CH-10001695,Furniture,Chairs,"Harbour Creations Chairmat, Set of Two",74.25,73.53,1.82,25.71,23.25,40.07,32.69,13.861
FUR-CH-10001701,Furniture,Chairs,"Hon Chairmat, Set of Two",14.81,20.6,1.81,25.18,25.03,38.38,35.27,13.998
FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,126.78,111.27,8.05,24.39,25.22,38.7,26.93,13.776
FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.51,138.62,20.38,27.95,27.47,40.23,38.56,17.875
FUR-CH-10001726,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",84.68,48.89,5.35,23.17,24.72,39.85,40.09,13.209
FUR-CH-10001752,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Black",95.46,75.42,43.33,24.35,25.82,40.97,35.82,14.907
FUR-CH-10001756,Furniture,Chairs,"Novimex Bag Chairs, Adjustable",48.45,27.63,4.52,23.04,24.76,37.83,29.79,12.489
FUR-CH-10001784,Furniture,Chairs,"SAFCO Steel Folding Chair, Set of Two",34.78,30.68,2.27,24.48,24.51,40.86,29.31,14.188
FUR-CH-10001795,Furniture,Chairs,"SAFCO Steel Folding Chair, Red",57.14,37.72,6.6,25.09,23.88,39.94,29.97,13.848
FUR-CH-10001797,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable",64.11,39.75,7.36,24.35,23.05,40.85,42.9,13.268
FUR-CH-10001802,Furniture,Chairs,"Novimex Rocking Chair, Black",64.0,113.02,11.46,24.65,25.62,40.59,44.45,14.834
FUR-CH-10001805,Furniture,Chairs,"Office Star Chairmat, Set of Two",68.07,42.9,6.07,23.42,24.26,41.44,27.92,13.626
FUR-CH-10001810,Furniture,Chairs,"Harbour Creations Chairmat, Red",48.0,46.08,3.89,25.52,25.87,36.75,25.34,14.041
FUR-CH-10001819,Furniture,Chairs,"Office Star Chairmat, Set of Two",45.38,26.34,5.15,24.87,23.57,39.64,26.26,13.447
FUR-CH-10001831,Furniture,Chairs,"Novimex Rocking Chair, Set of Two",120.21,118.88,6.48,24.97,25.9,37.12,34.75,13.893
FUR-CH-10001832,Furniture,Chairs,"Novimex Rocking Chair, Red",131.43,120.93,11.69,23.49,23.23,40.72,38.18,12.859
FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,280.58,266.54,82.71,24.63,24.11,36.99,38.41,12.712
FUR-CH-10001871,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Set of Two",100.14,94.14,4.08,24.43,23.53,37.79,37.69,12.571
FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,95.98,70.07,6.05,24.14,24.02,40.74,35.88,13.671
FUR-CH-10001895,Furniture,Chairs,"Hon Chairmat, Adjustable",58.02,29.01,1.93,24.75,25.47,36.49,27.46,13.312
FUR-CH-10001897,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",242.31,251.42,40.0,27.95,26.21,45.08,42.14,19.111
FUR-CH-10001913,Furniture,Chairs,"Office Star Swivel Stool, Adjustable",176.43,153.51,12.72,24.6,23.99,39.39,36.66,13.453
FUR-CH-10001914,Furniture,Chairs,"Harbour Creations Bag Chairs, Black",39.46,31.58,1.45,23.08,24.73,37.65,37.9,12.436
FUR-CH-10001919,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Red",97.89,59.73,31.41,23.74,23.76,41.24,34.92,13.462
FUR-CH-10001944,Furniture,Chairs,"Harbour Creations Rocking Chair, Red",58.44,90.8,9.09,23.48,23.44,39.9,25.42,12.708
FUR-CH-10001972,Furniture,Chairs,"Hon Chairmat, Adjustable",38.68,29.8,4.56,23.01,24.32,36.57,38.84,11.843
FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,77.39,95.14,15.77,25.77,25.51,36.51,25.9,13.89
FUR-CH-10001975,Furniture,Chairs,"Hon Swivel Stool, Red",87.08,94.72,9.52,23.8,23.62,41.62,36.14,13.54
FUR-CH-10002002,Furniture,Chairs,"Hon Rocking Chair, Black",115.27,79.4,6.82,23.04,23.76,38.93,29.87,12.333
FUR-CH-10002010,Furniture,Chairs,"Office Star Bag Chairs, Adjustable",22.77,22.4,4.76,23.73,25.35,37.34,31.05,12.999
FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,21.11,18.98,1.57,23.28,23.75,33.3,22.21,10.655
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,490.39,560.48,62.96,23.47,22.05,38.64,25.92,11.572
FUR-CH-10002030,Furniture,Chairs,"Office Star Swivel Stool, Red",156.45,165.17,9.21,23.61,23.07,40.87,26.85,12.883
FUR-CH-10002033,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",253.72,228.34,12.02,27.74,24.59,41.09,41.57,16.22
FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",104.58,121.61,7.42,24.79,23.98,37.16,33.53,12.784
FUR-CH-10002045,Furniture,Chairs,"SAFCO Bag Chairs, Red",49.44,38.58,6.56,25.51,24.78,38.18,25.86,13.967
FUR-CH-10002053,Furniture,Chairs,"Novimex Chairmat, Set of Two",58.59,49.23,3.89,25.88,25.05,41.79,30.26,15.678
FUR-CH-10002060,Furniture,Chairs,"SAFCO Rocking Chair, Adjustable",137.4,114.06,11.8,25.78,25.17,36.72,25.9,13.789
FUR-CH-10002061,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red",475.86,361.68,149.56,26.31,27.67,42.03,39.62,17.707
FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,238.2,187.89,22.16,25.07,23.52,39.08,27.22,13.335
FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,122.99,95.93,5.31,24.81,24.84,38.48,26.51,13.724
FUR-CH-10002085,Furniture,Chairs,"Novimex Steel Folding Chair, Red",32.29,46.29,3.78,25.22,25.05,39.75,29.91,14.533
FUR-CH-10002088,Furniture,Chairs,"Novimex Steel Folding Chair, Set of Two",56.32,42.82,3.43,24.3,23.34,39.3,29.74,12.899
FUR-CH-10002090,Furniture,Chairs,"Hon Swivel Stool, Adjustable",149.43,144.47,18.59,24.53,25.87,40.45,31.03,14.855
FUR-CH-10002091,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",182.37,120.39,20.48,23.67,23.02,40.04,29.23,12.626
FUR-CH-10002093,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",99.72,63.84,30.96,23.75,24.45,36.02,40.16,12.104
FUR-CH-10002116,Furniture,Chairs,"SAFCO Rocking Chair, Black",105.78,117.73,12.99,23.35,23.08,37.25,44.42,11.617
FUR-CH-10002117,Furniture,Chairs,"Hon Steel Folding Chair, Red",59.17,50.22,2.26,25.11,23.62,40.62,34.59,13.942
FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,170.49,175.37,7.27,20.86,22.5,32.19,19.89,8.743
FUR-CH-10002132,Furniture,Chairs,"Hon Rocking Chair, Black",68.17,44.24,12.04,23.04,24.19,40.42,29.75,13.037
FUR-CH-10002152,Furniture,Chairs,"Hon Bag Chairs, Set of Two",23.2,41.23,3.02,23.41,23.63,39.77,25.88,12.731
FUR-CH-10002188,Furniture,Chairs,"SAFCO Steel Folding Chair, Set of Two",87.96,51.03,9.16,25.06,26.0,37.35,37.28,14.083
FUR-CH-10002203,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",413.0,243.17,46.02,25.17,25.28,47.86,49.24,17.623
FUR-CH-10002207,Furniture,Chairs,"Hon Chairmat, Set of Two",57.78,32.37,6.14,24.2,24.64,36.38,31.82,12.554
FUR-CH-10002209,Furniture,Chairs,"Novimex Chairmat, Red",42.01,40.34,2.79,24.03,25.53,37.93,40.4,13.466
FUR-CH-10002212,Furniture,Chairs,"Novimex Swivel Stool, Adjustable",133.36,153.4,20.81,24.85,24.11,37.15,33.64,12.881
FUR-CH-10002213,Furniture,Chairs,"Hon Executive Leather Armchair, Black",333.44,411.18,23.58,24.74,24.76,44.71,40.94,15.849
FUR-CH-10002224,Furniture,Chairs,"Hon Rocking Chair, Set of Two",132.87,127.56,13.39,23.66,24.85,37.81,39.16,12.865
FUR-CH-10002226,Furniture,Chairs,"Hon Steel Folding Chair, Black",20.46,39.44,2.17,23.29,24.44,39.02,34.94,12.853
FUR-CH-10002228,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Set of Two",59.68,93.74,5.26,25.42,24.83,37.92,34.75,13.851
FUR-CH-10002247,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",413.57,372.23,64.4,25.22,26.4,45.65,51.91,17.589
FUR-CH-10002250,Furniture,Chairs,"Office Star Executive Leather Armchair, Black",350.32,247.49,34.53,25.52,25.82,43.44,37.52,16.565
FUR-CH-10002273,Furniture,Chairs,"Harbour Creations Rocking Chair, Black",86.4,119.69,3.41,24.76,25.53,37.9,36.17,13.864
FUR-CH-10002275,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",183.58,395.4,11.71,25.42,24.72,42.08,37.28,15.302
FUR-CH-10002288,Furniture,Chairs,"SAFCO Bag Chairs, Red",44.4,45.89,5.58,23.21,25.9,41.54,25.89,14.451
FUR-CH-10002291,Furniture,Chairs,"Hon Bag Chairs, Set of Two",25.08,22.24,1.12,24.74,24.6,39.63,34.46,13.958
FUR-CH-10002297,Furniture,Chairs,"Novimex Bag Chairs, Set of Two",32.14,27.98,5.68,25.18,24.4,37.42,28.42,13.305
FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",20.58,19.29,1.53,25.53,25.88,41.47,34.61,15.856
FUR-CH-10002316,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",61.62,38.22,5.13,23.24,25.82,39.96,36.7,13.876
FUR-CH-10002317,Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,206.98,181.09,26.94,24.75,25.99,37.46,36.63,13.945
FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,320.98,224.69,14.5,23.69,20.8,34.26,15.32,9.769
FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,248.89,280.92,27.38,25.61,24.02,36.53,28.24,13.004
FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,181.14,167.54,11.06,25.69,25.55,37.92,22.83,14.404
FUR-CH-10002344,Furniture,Chairs,"Novimex Rocking Chair, Adjustable",133.92,79.02,4.7,24.47,23.05,40.85,34.32,13.334
FUR-CH-10002362,Furniture,Chairs,"Hon Bag Chairs, Red",26.69,25.34,2.37,25.9,24.15,39.4,29.61,14.262
FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,72.78,71.16,6.99,23.92,23.0,36.36,31.27,11.576
FUR-CH-10002373,Furniture,Chairs,"Office Star Rocking Chair, Set of Two",143.16,137.46,9.11,24.24,25.82,40.74,34.95,14.756
FUR-CH-10002374,Furniture,Chairs,"SAFCO Bag Chairs, Black",31.34,27.28,2.62,25.46,23.79,38.53,37.22,13.505
FUR-CH-10002378,Furniture,Chairs,"Harbour Creations Swivel Stool, Black",70.48,118.47,11.98,23.48,24.35,37.41,25.04,12.378
FUR-CH-10002410,Furniture,Chairs,"Office Star Rocking Chair, Red",84.15,125.03,8.22,24.48,24.65,38.05,30.03,13.287
FUR-CH-10002412,Furniture,Chairs,"Hon Bag Chairs, Black",30.92,42.03,4.57,23.32,25.33,41.4,26.08,14.152
FUR-CH-10002417,Furniture,Chairs,"Hon Rocking Chair, Red",77.97,79.28,4.43,24.55,23.35,39.07,32.4,12.961
FUR-CH-10002435,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",274.37,443.84,9.11,26.03,27.89,42.96,37.53,18.049
FUR-CH-10002438,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red",122.45,300.88,17.27,24.25,25.48,43.77,54.06,15.651
FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",46.38,42.88,3.05,25.38,23.44,40.86,41.37,14.067
FUR-CH-10002468,Furniture,Chairs,"Hon Rocking Chair, Adjustable",133.11,98.52,10.9,23.42,25.78,37.51,38.2,13.106
FUR-CH-10002477,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red",428.17,290.18,165.91,27.29,26.8,41.85,47.26,17.713
FUR-CH-10002481,Furniture,Chairs,"Hon Executive Leather Armchair, Adjustable",121.97,216.96,8.74,25.87,26.15,40.56,51.17,15.879
FUR-CH-10002498,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Red",38.56,70.86,8.48,23.83,23.65,41.69,26.51,13.597
FUR-CH-10002510,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",68.5,50.61,14.97,23.63,23.52,39.46,28.54,12.692
FUR-CH-10002542,Furniture,Chairs,"Office Star Steel Folding Chair, Set of Two",62.64,53.88,6.39,23.03,23.59,40.03,25.64,12.585
FUR-CH-10002543,Furniture,Chairs,"SAFCO Steel Folding Chair, Set of Two",43.48,49.66,2.88,25.85,25.75,40.3,34.15,15.524
FUR-CH-10002547,Furniture,Chairs,"Office Star Steel Folding Chair, Red",61.14,54.42,3.39,23.25,25.24,40.87,42.25,13.879
FUR-CH-10002555,Furniture,Chairs,"Novimex Rocking Chair, Black",68.6,56.56,4.36,23.02,25.7,40.47,27.28,13.856
FUR-CH-10002573,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",465.0,385.95,54.71,27.92,24.02,46.57,35.16,18.074
FUR-CH-10002574,Furniture,Chairs,"Office Star Chairmat, Black",31.2,45.16,2.48,24.79,23.75,40.85,28.18,13.918
FUR-CH-10002585,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black",426.15,336.17,19.23,27.21,24.55,46.28,53.17,17.891
FUR-CH-10002589,Furniture,Chairs,"SAFCO Steel Folding Chair, Red",85.71,68.58,6.53,24.01,24.93,39.59,26.6,13.714
FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,105.39,111.43,10.11,23.77,24.24,39.38,39.58,13.131
FUR-CH-10002610,Furniture,Chairs,"Novimex Swivel Stool, Black",162.03,157.17,12.61,23.71,23.06,38.05,26.1,12.039
FUR-CH-10002626,Furniture,Chairs,"Hon Steel Folding Chair, Adjustable",62.68,42.56,5.44,25.82,25.69,38.05,28.24,14.606
FUR-CH-10002631,Furniture,Chairs,"Office Star Bag Chairs, Black",53.01,48.24,13.78,23.49,23.5,38.91,26.82,12.43
FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",49.39,52.94,5.4,25.06,23.65,40.2,34.49,13.788
FUR-CH-10002653,Furniture,Chairs,"Office Star Rocking Chair, Adjustable",56.96,76.08,6.31,23.58,25.28,41.81,34.46,14.423
FUR-CH-10002693,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",48.03,105.18,9.85,25.03,23.73,36.5,25.48,12.546
FUR-CH-10002727,Furniture,Chairs,"SAFCO Bag Chairs, Set of Two",34.46,17.58,2.2,25.92,23.11,36.6,37.87,12.687
FUR-CH-10002743,Furniture,Chairs,"Novimex Chairmat, Adjustable",43.87,58.58,2.38,24.23,24.47,41.49,29.7,14.236
FUR-CH-10002749,Furniture,Chairs,"SAFCO Chairmat, Black",51.55,47.54,8.2,23.82,24.67,38.15,32.75,12.974
FUR-CH-10002752,Furniture,Chairs,"Harbour Creations Bag Chairs, Set of Two",50.9,43.24,5.44,23.96,23.29,41.79,35.78,13.495
FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",194.98,170.59,15.17,20.94,21.64,32.63,23.35,8.557
FUR-CH-10002768,Furniture,Chairs,"Office Star Swivel Stool, Black",114.34,107.48,14.36,24.88,24.47,37.53,30.56,13.223
FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.58,36.0,0.97,20.29,21.12,35.38,16.59,8.774
FUR-CH-10002780,Furniture,Chairs,"Office Star Executive Leather Armchair, Black",311.62,277.36,15.95,24.1,26.46,41.42,35.6,15.285
FUR-CH-10002782,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",422.83,418.13,18.52,25.91,24.33,44.79,47.29,16.34
FUR-CH-10002793,Furniture,Chairs,"Office Star Bag Chairs, Adjustable",34.36,39.59,5.11,24.35,24.16,38.3,40.42,13.039
FUR-CH-10002816,Furniture,Chairs,"Harbour Creations Swivel Stool, Adjustable",182.61,131.49,40.81,25.3,23.08,40.5,41.89,13.686
FUR-CH-10002817,Furniture,Chairs,"Harbour Creations Chairmat, Set of Two",19.2,34.06,3.21,24.26,23.96,41.82,36.63,14.068
FUR-CH-10002819,Furniture,Chairs,"SAFCO Chairmat, Red",53.74,47.18,5.74,23.72,25.2,38.01,32.88,13.148
FUR-CH-10002830,Furniture,Chairs,"Office Star Rocking Chair, Red",126.72,83.06,35.26,25.51,23.44,41.38,42.01,14.319
FUR-CH-10002846,Furniture,Chairs,"Hon Steel Folding Chair, Black",41.93,39.84,0.52,24.83,25.62,38.74,35.31,14.262
FUR-CH-10002872,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",338.39,431.19,10.06,25.13,26.23,42.43,35.63,16.185
FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",85.79,109.16,4.94,25.51,24.4,36.95,42.6,13.31
FUR-CH-10002882,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable",42.74,25.22,5.64,25.73,24.31,36.78,41.97,13.314
